,Problem,Step,Skill,Opportunity,Predicted Error Rate (Original),Student_ID,Success,Calculated Opportunity,Success_opportunity,Fail_opportunity
1362,DESIGNING_A_QUILT,(GREEN-AREA QUESTION1),ALT:COMPOSE-BY-MULTIPLICATION,14,0.0999,22,1,14,12,2
1363,DESIGNING_A_QUILT,(GREEN-AREA QUESTION2),ALT:COMPOSE-BY-MULTIPLICATION,15,0.0902,22,1,15,13,2
1364,DESIGNING_A_QUILT,(GREEN-AREA QUESTION3),ALT:COMPOSE-BY-MULTIPLICATION,16,0.0813,22,1,16,14,2
1365,DESIGNING_A_QUILT,(PURPLE-AREA QUESTION1),ALT:COMPOSE-BY-MULTIPLICATION,17,0.0732,22,1,17,15,2
1366,DESIGNING_A_QUILT,(PURPLE-AREA QUESTION2),ALT:COMPOSE-BY-MULTIPLICATION,18,0.0659,22,1,18,16,2
1367,DESIGNING_A_QUILT,(PURPLE-AREA QUESTION3),ALT:COMPOSE-BY-MULTIPLICATION,19,0.0592,22,1,19,17,2
1368,PENTAGON_ABCDE,(AREA QUESTION1),ALT:PENTAGON-AREA,5,0.2351,22,0,5,2,3
1369,PENTAGON_ABCDE,(APOTHEM QUESTION2),ALT:PENTAGON-SIDE,9,0.2379,22,1,9,4,5
1370,PENTAGON_ABCDE,(SIDE QUESTION3),ALT:PENTAGON-SIDE,10,0.2116,22,1,10,5,5
1371,TRIANGLE_ABC,(AREA QUESTION1),ALT:TRIANGLE-AREA,10,0.1674,22,1,10,8,2
1372,TRIANGLE_ABC,(HEIGHT QUESTION2),ALT:TRIANGLE-SIDE,5,0.3714,22,0,5,1,4
1373,TRIANGLE_ABC,(BASE QUESTION3),ALT:TRIANGLE-SIDE,6,0.3627,22,1,6,2,4
1374,TRIANGLE_HEIGHT,(HEIGHT QUESTION2),ALT:TRIANGLE-SIDE,7,0.3541,22,1,7,3,4
1375,TRIANGLE_BASE,(BASE QUESTION3),ALT:TRIANGLE-SIDE,8,0.3456,22,0,8,3,5
1376,TRIANGLE_ABC,(AREA QUESTION1),ALT:TRIANGLE-AREA,11,0.1616,22,1,11,9,2
1377,TRIANGLE_ABC,(HEIGHT QUESTION2),ALT:TRIANGLE-SIDE,9,0.3372,22,1,9,4,5
1378,TRIANGLE_ABC,(BASE QUESTION3),ALT:TRIANGLE-SIDE,10,0.3289,22,1,10,5,5
1379,PENTAGON,(AREA QUESTION1),ALT:PENTAGON-AREA,6,0.1719,22,1,6,3,3
1380,PENTAGON,(APOTHEM QUESTION2),ALT:PENTAGON-SIDE,11,0.1875,22,1,11,6,5
1381,PENTAGON,(SIDE QUESTION3),ALT:PENTAGON-SIDE,12,0.1656,22,1,12,7,5
1382,PENTAGON_ABCDE,(AREA QUESTION1),ALT:PENTAGON-AREA,7,0.123,22,1,7,4,3
1383,PENTAGON_ABCDE,(APOTHEM QUESTION2),ALT:PENTAGON-SIDE,13,0.1457,22,1,13,8,5
1384,PENTAGON_ABCDE,(SIDE QUESTION3),ALT:PENTAGON-SIDE,14,0.1279,22,1,14,9,5
1385,PENTAGON,(AREA QUESTION1),ALT:PENTAGON-AREA,8,0.0865,22,1,8,5,3
1386,PENTAGON,(APOTHEM QUESTION2),ALT:PENTAGON-SIDE,15,0.112,22,1,15,10,5
1387,PENTAGON,(SIDE QUESTION3),ALT:PENTAGON-SIDE,16,0.0978,22,1,16,11,5
1388,CIRCLE_O,(RADIUS QUESTION1),ALT:CIRCLE-RADIUS,1,0.349,22,1,1,1,0
1389,CIRCLE_O,(AREA QUESTION1),ALT:CIRCLE-AREA,1,0.3112,22,0,1,0,1
1390,CIRCLE_O,(DIAMETER QUESTION2),ALT:CIRCLE-DIAMETER,1,0.2923,22,1,1,1,0
1391,CIRCLE_O,(AREA QUESTION2),ALT:CIRCLE-AREA,2,0.2893,22,1,2,1,1
1392,CIRCLE_O,(RADIUS QUESTION3),ALT:CIRCLE-RADIUS,2,0.3387,22,1,2,2,0
1393,CIRCLE_O,(DIAMETER QUESTION3),ALT:CIRCLE-DIAMETER,2,0.2773,22,1,2,2,0
1394,CIRCLE_O,(CIRCUMFERENCE QUESTION1),ALT:CIRCLE-CIRCUMFERENCE,1,0.2376,22,1,1,1,0
1395,CIRCLE_O,(CIRCUMFERENCE QUESTION2),ALT:CIRCLE-CIRCUMFERENCE,2,0.2247,22,1,2,2,0
1396,CIRCLE_O,(CIRCUMFERENCE QUESTION3),ALT:CIRCLE-CIRCUMFERENCE,3,0.2123,22,1,3,3,0
1397,CIRCLE_O,(RADIUS QUESTION4),ALT:CIRCLE-RADIUS,3,0.3285,22,1,3,3,0
1398,CIRCLE_O,(AREA QUESTION4),ALT:CIRCLE-AREA,3,0.2684,22,0,3,1,2
1399,CIRCLE_O,(DIAMETER QUESTION4),ALT:CIRCLE-DIAMETER,3,0.2628,22,1,3,3,0
1400,LAWN_SPRINKLER,(AREA QUESTION1),ALT:CIRCLE-AREA,4,0.2484,22,0,4,1,3
1401,COVERING_POOL,(RADIUS QUESTION1),ALT:CIRCLE-RADIUS,4,0.3185,22,1,4,4,0
1402,COVERING_POOL,(DIAMETER QUESTION1),ALT:CIRCLE-DIAMETER,4,0.2488,22,1,4,4,0
1403,DOG_ON_A_ROPE,(AREA QUESTION1),ALT:CIRCLE-AREA,5,0.2295,22,1,5,2,3
1404,DOG_ON_A_ROPE,(CIRCUMFERENCE QUESTION1),ALT:CIRCLE-CIRCUMFERENCE,4,0.2004,22,1,4,4,0
1405,LAWN_SPRINKLER_2,(TOTAL-LAWN-AREA QUESTION1),ALT:PARALLELOGRAM-AREA,25,0.0563,22,1,25,21,4
1406,LAWN_SPRINKLER_2,(WATERED-LAWN-AREA QUESTION1),ALT:CIRCLE-AREA,6,0.2116,22,1,6,3,3
1407,LAWN_SPRINKLER_2,(UNWATERED-LAWN-AREA QUESTION1),ALT:COMPOSE-BY-ADDITION,9,0.2222,22,0,9,6,3
1408,CIRCLE_DIAMETER,(RADIUS QUESTION1),ALT:CIRCLE-RADIUS,5,0.3086,22,1,5,5,0
1409,CIRCLE_DIAMETER,(AREA QUESTION1),ALT:CIRCLE-AREA,7,0.1947,22,1,7,4,3
1410,CIRCLE_DIAMETER,(CIRCUMFERENCE QUESTION1),ALT:CIRCLE-CIRCUMFERENCE,5,0.189,22,1,5,5,0
1411,LAWN_SPRINKLER,(AREA QUESTION1),ALT:CIRCLE-AREA,8,0.1789,22,1,8,5,3
1412,CIRCLE_RADIUS,(DIAMETER QUESTION2),ALT:CIRCLE-DIAMETER,5,0.2353,22,1,5,5,0
1413,CIRCLE_RADIUS,(AREA QUESTION2),ALT:CIRCLE-AREA,9,0.1641,22,1,9,6,3
1414,CIRCLE_RADIUS,(CIRCUMFERENCE QUESTION2),ALT:CIRCLE-CIRCUMFERENCE,6,0.1781,22,1,6,6,0
1415,TROGS,(SQUARE-AREA QUESTION1),ALT:PARALLELOGRAM-AREA,26,0.0557,22,1,26,22,4
1416,TROGS,(SQUARE-AREA QUESTION2),ALT:PARALLELOGRAM-AREA,27,0.0551,22,1,27,23,4
1417,TROGS,(SQUARE-AREA QUESTION3),ALT:PARALLELOGRAM-AREA,28,0.0546,22,1,28,24,4
1418,TROGS,(TROG-HEIGHT QUESTION1),ALT:TRIANGLE-SIDE,11,0.3207,22,0,11,5,6
1419,TROGS,(TROG-HEIGHT QUESTION2),ALT:TRIANGLE-SIDE,12,0.3126,22,1,12,6,6
1420,TROGS,(TROG-HEIGHT QUESTION3),ALT:TRIANGLE-SIDE,13,0.3046,22,1,13,7,6
1421,TROGS,(TROG-AREA QUESTION1),ALT:TRIANGLE-AREA,12,0.156,22,1,12,10,2
1422,TROGS,(TROG-AREA QUESTION2),ALT:TRIANGLE-AREA,13,0.1505,22,1,13,11,2
1423,TROGS,(TROG-AREA QUESTION3),ALT:TRIANGLE-AREA,14,0.1452,22,1,14,12,2
1424,TROGS,(SCRAP-METAL-AREA QUESTION1),ALT:COMPOSE-BY-ADDITION,10,0.2222,22,1,10,7,3
1425,TROGS,(SCRAP-METAL-AREA QUESTION2),ALT:COMPOSE-BY-ADDITION,11,0.2222,22,1,11,8,3
1426,TROGS,(SCRAP-METAL-AREA QUESTION3),ALT:COMPOSE-BY-ADDITION,12,0.2222,22,1,12,9,3
1427,WATERING_VEGGIES,(WATERED-AREA QUESTION1),ALT:CIRCLE-AREA,10,0.1503,22,1,10,7,3
1428,WATERING_VEGGIES,(TOTAL-GARDEN QUESTION1),ALT:PARALLELOGRAM-AREA,29,0.054,22,1,29,25,4
1429,WATERING_VEGGIES,(UNWATERED-AREA QUESTION1),ALT:COMPOSE-BY-ADDITION,13,0.2222,22,1,13,10,3
1430,POGS,(SCRAP-METAL-AREA QUESTION1),ALT:COMPOSE-BY-ADDITION,14,0.2222,22,1,14,11,3
1431,POGS,(SCRAP-METAL-AREA QUESTION2),ALT:COMPOSE-BY-ADDITION,15,0.2222,22,0,15,11,4
1432,POGS,(SCRAP-METAL-AREA QUESTION3),ALT:COMPOSE-BY-ADDITION,16,0.2222,22,1,16,12,4
1433,ONE_CIRCLE_IN_CIRCLE,(CIRCLE-AREA_C QUESTION1),ALT:CIRCLE-AREA,11,0.1375,22,1,11,8,3
1434,ONE_CIRCLE_IN_CIRCLE,(CIRCLE-AREA_A QUESTION1),ALT:COMPOSE-BY-ADDITION,17,0.2222,22,1,17,13,4
1435,ONE_CIRCLE_IN_SQUARE,(SHADED-AREA QUESTION1),ALT:COMPOSE-BY-ADDITION,18,0.2222,22,1,18,14,4
1436,TWO_CIRCLES_IN_CIRCLE,(CIRCLE-AREA_O QUESTION1),ALT:CIRCLE-AREA,12,0.1256,22,1,12,9,3
1437,TWO_CIRCLES_IN_CIRCLE,(CIRCLE-AREA_S QUESTION1),ALT:CIRCLE-AREA,13,0.1146,22,1,13,10,3
1438,TWO_CIRCLES_IN_CIRCLE,(CIRCLE-RADIUS_AB QUESTION1),ALT:COMPOSE-BY-ADDITION,19,0.2222,22,1,19,15,4
1439,TWO_CIRCLES_IN_CIRCLE,(CIRCLE-AREA_A QUESTION1),ALT:CIRCLE-AREA,14,0.1044,22,1,14,11,3
1440,TWO_CIRCLES_IN_CIRCLE,(SHADED-AREA QUESTION1),ALT:COMPOSE-BY-ADDITION,20,0.2222,22,1,20,16,4
1441,TWO_CIRCLES_IN_SQUARE,(SQUARE-BASE QUESTION1),ALT:COMPOSE-BY-MULTIPLICATION,1,0.5624,23,0,1,0,1
1442,TWO_CIRCLES_IN_SQUARE,(SQUARE-AREA QUESTION1),ALT:PARALLELOGRAM-AREA,1,0.1708,23,0,1,0,1
1443,TWO_CIRCLES_IN_SQUARE,(CIRCLE-AREA QUESTION1),ALT:CIRCLE-AREA,1,0.5449,23,1,1,1,0
1444,TWO_CIRCLES_IN_SQUARE,(UNSHADED-AREA QUESTION1),ALT:COMPOSE-BY-MULTIPLICATION,2,0.5343,23,0,2,0,2
1445,TWO_CIRCLES_IN_SQUARE,(SHADED-AREA QUESTION1),ALT:COMPOSE-BY-ADDITION,1,0.4308,23,1,1,1,0
1446,RECTANGLE_ABCD,(AREA QUESTION1),ALT:PARALLELOGRAM-AREA,1,0.0437,24,1,1,1,0
1447,RECTANGLE_ABCD,(HEIGHT QUESTION2),ALT:PARALLELOGRAM-SIDE,1,0.1046,24,0,1,0,1
1448,RECTANGLE_ABCD,(BASE QUESTION3),ALT:PARALLELOGRAM-SIDE,2,0.0764,24,1,2,1,1
1449,BUILDING_A_SIDEWALK,(POOL-AREA QUESTION1),ALT:PARALLELOGRAM-AREA,2,0.0432,24,1,2,2,0
1450,BUILDING_A_SIDEWALK,(LARGE-RECTANGLE-AREA QUESTION1),ALT:PARALLELOGRAM-AREA,3,0.0428,24,1,3,3,0
1451,BUILDING_A_SIDEWALK,(SIDEWALK-AREA QUESTION1),ALT:COMPOSE-BY-ADDITION,1,0.1438,24,1,1,1,0
1452,BUILDING_A_SIDEWALK,(POOL-AREA QUESTION2),ALT:PARALLELOGRAM-AREA,4,0.0423,24,1,4,4,0
1453,BUILDING_A_SIDEWALK,(LARGE-RECTANGLE-AREA QUESTION2),ALT:PARALLELOGRAM-AREA,5,0.0419,24,1,5,5,0
1454,BUILDING_A_SIDEWALK,(SIDEWALK-AREA QUESTION2),ALT:COMPOSE-BY-ADDITION,2,0.1438,24,1,2,2,0
1455,BUILDING_A_SIDEWALK,(POOL-AREA QUESTION3),ALT:PARALLELOGRAM-AREA,6,0.0414,24,1,6,6,0
1456,BUILDING_A_SIDEWALK,(LARGE-RECTANGLE-AREA QUESTION3),ALT:PARALLELOGRAM-AREA,7,0.041,24,1,7,7,0
1457,BUILDING_A_SIDEWALK,(SIDEWALK-AREA QUESTION3),ALT:COMPOSE-BY-ADDITION,3,0.1438,24,1,3,3,0
1458,PARALLELOGRAM_ABDE,(AREA QUESTION1),ALT:PARALLELOGRAM-AREA,8,0.0406,24,1,8,8,0
1459,PARALLELOGRAM_ABDE,(HEIGHT QUESTION2),ALT:PARALLELOGRAM-SIDE,3,0.0554,24,1,3,2,1
1460,PARALLELOGRAM_ABDE,(BASE QUESTION3),ALT:PARALLELOGRAM-SIDE,4,0.0399,24,1,4,3,1
1461,SQUARE_ABCD,(AREA QUESTION1),ALT:PARALLELOGRAM-AREA,9,0.0402,24,1,9,9,0
1462,SQUARE_ABCD,(HEIGHT QUESTION2),ALT:PARALLELOGRAM-SIDE,5,0.0286,24,1,5,4,1
1463,SQUARE_ABCD,(BASE QUESTION3),ALT:PARALLELOGRAM-SIDE,6,0.0204,24,1,6,5,1
1464,PAINTING_THE_WALL,(DOOR-AREA QUESTION1),ALT:PARALLELOGRAM-AREA,10,0.0397,24,1,10,10,0
1465,PAINTING_THE_WALL,(WALL-AREA QUESTION1),ALT:PARALLELOGRAM-AREA,11,0.0393,24,1,11,11,0
1466,PAINTING_THE_WALL,(PAINTED-AREA QUESTION1),ALT:COMPOSE-BY-ADDITION,4,0.1438,24,1,4,4,0
1467,PAINTING_THE_WALL,(DOOR-AREA QUESTION2),ALT:PARALLELOGRAM-AREA,12,0.0389,24,1,12,12,0
1468,PAINTING_THE_WALL,(WALL-AREA QUESTION2),ALT:PARALLELOGRAM-AREA,13,0.0385,24,1,13,13,0
1469,PAINTING_THE_WALL,(PAINTED-AREA QUESTION2),ALT:COMPOSE-BY-ADDITION,5,0.1438,24,1,5,5,0
1470,PAINTING_THE_WALL,(DOOR-AREA QUESTION3),ALT:PARALLELOGRAM-AREA,14,0.0381,24,1,14,14,0
1471,PAINTING_THE_WALL,(WALL-AREA QUESTION3),ALT:PARALLELOGRAM-AREA,15,0.0377,24,1,15,15,0
1472,PAINTING_THE_WALL,(PAINTED-AREA QUESTION3),ALT:COMPOSE-BY-ADDITION,6,0.1438,24,1,6,6,0
1473,TRAPEZOID_ABCD,(AREA QUESTION1),ALT:TRAPEZOID-AREA,1,0.442,24,0,1,0,1
1474,TRAPEZOID_ABCD,(LONGER-BASE QUESTION2),ALT:TRAPEZOID-BASE,1,0.3812,24,0,1,0,1
1475,TRAPEZOID_ABCD,(HEIGHT QUESTION3),ALT:TRAPEZOID-HEIGHT,1,0.4521,24,0,1,0,1
1476,TRAPEZOID_AREA,(AREA QUESTION1),ALT:TRAPEZOID-AREA,2,0.3596,24,1,2,1,1
1477,TRAPEZOID_BASE,(LONGER-BASE QUESTION2),ALT:TRAPEZOID-BASE,2,0.3279,24,1,2,1,1
1478,TRAPEZOID_ABCD,(AREA QUESTION1),ALT:TRAPEZOID-AREA,3,0.2848,24,1,3,2,1
1479,TRAPEZOID_ABCD,(LONGER-BASE QUESTION2),ALT:TRAPEZOID-BASE,3,0.2787,24,1,3,2,1
1480,TRAPEZOID_ABCD,(HEIGHT QUESTION3),ALT:TRAPEZOID-HEIGHT,2,0.3928,24,1,2,1,1
1481,TRIANGLE_ABC,(AREA QUESTION1),ALT:TRIANGLE-AREA,1,0.1474,24,1,1,1,0
1482,TRIANGLE_ABC,(HEIGHT QUESTION2),ALT:TRIANGLE-SIDE,1,0.2874,24,1,1,1,0
1483,TRIANGLE_ABC,(BASE QUESTION3),ALT:TRIANGLE-SIDE,2,0.2798,24,1,2,2,0
1484,TRIANGLE_TRIANGLE,(AREA QUESTION1),ALT:TRIANGLE-AREA,2,0.1422,24,1,2,2,0
1485,PENTAGON,(AREA QUESTION1),ALT:PENTAGON-AREA,1,0.4647,24,1,1,1,0
1486,PENTAGON,(APOTHEM QUESTION2),ALT:PENTAGON-SIDE,1,0.3807,24,1,1,1,0
1487,PENTAGON,(SIDE QUESTION3),ALT:PENTAGON-SIDE,2,0.3458,24,1,2,2,0
1488,TRIANGLE_RECTANGLE,(BASE QUESTION1),ALT:COMPOSE-BY-MULTIPLICATION,1,0.2219,24,1,1,1,0
1489,TRIANGLE_RECTANGLE,(AREA QUESTION1),ALT:TRIANGLE-AREA,3,0.1371,24,1,3,3,0
1490,DESIGNING_A_QUILT,(AREA QUESTION1),ALT:TRIANGLE-AREA,4,0.1322,24,1,4,4,0
1491,DESIGNING_A_QUILT,(WHITE-AREA QUESTION1),ALT:COMPOSE-BY-MULTIPLICATION,2,0.2029,24,0,2,1,1
1492,DESIGNING_A_QUILT,(GREEN-AREA QUESTION1),ALT:COMPOSE-BY-MULTIPLICATION,3,0.1852,24,1,3,2,1
1493,DESIGNING_A_QUILT,(PURPLE-AREA QUESTION1),ALT:COMPOSE-BY-MULTIPLICATION,4,0.1687,24,1,4,3,1
1494,DESIGNING_A_QUILT,(AREA QUESTION2),ALT:TRIANGLE-AREA,5,0.1274,24,1,5,5,0
1495,DESIGNING_A_QUILT,(WHITE-AREA QUESTION2),ALT:COMPOSE-BY-MULTIPLICATION,5,0.1533,24,1,5,4,1
1496,DESIGNING_A_QUILT,(GREEN-AREA QUESTION2),ALT:COMPOSE-BY-MULTIPLICATION,6,0.1392,24,1,6,5,1
1497,DESIGNING_A_QUILT,(PURPLE-AREA QUESTION2),ALT:COMPOSE-BY-MULTIPLICATION,7,0.1261,24,1,7,6,1
1498,DESIGNING_A_QUILT,(AREA QUESTION3),ALT:TRIANGLE-AREA,6,0.1228,24,1,6,6,0
1499,DESIGNING_A_QUILT,(WHITE-AREA QUESTION3),ALT:COMPOSE-BY-MULTIPLICATION,8,0.1142,24,1,8,7,1
1500,DESIGNING_A_QUILT,(GREEN-AREA QUESTION3),ALT:COMPOSE-BY-MULTIPLICATION,9,0.1032,24,0,9,7,2
1501,DESIGNING_A_QUILT,(PURPLE-AREA QUESTION3),ALT:COMPOSE-BY-MULTIPLICATION,10,0.0932,24,1,10,8,2
1502,PENTAGON_ABCDE,(AREA QUESTION1),ALT:PENTAGON-AREA,2,0.3696,24,0,2,1,1
1503,PENTAGON_ABCDE,(APOTHEM QUESTION2),ALT:PENTAGON-SIDE,3,0.3124,24,1,3,3,0
1504,PENTAGON_ABCDE,(SIDE QUESTION3),ALT:PENTAGON-SIDE,4,0.2809,24,1,4,4,0
1505,DESIGNING_A_QUILT,(AREA QUESTION1),ALT:TRIANGLE-AREA,7,0.1183,24,1,7,7,0
1506,DESIGNING_A_QUILT,(WHITE-AREA QUESTION1),ALT:COMPOSE-BY-MULTIPLICATION,11,0.084,24,1,11,9,2
1507,DESIGNING_A_QUILT,(GREEN-AREA QUESTION1),ALT:COMPOSE-BY-MULTIPLICATION,12,0.0757,24,1,12,10,2
1508,DESIGNING_A_QUILT,(PURPLE-AREA QUESTION1),ALT:COMPOSE-BY-MULTIPLICATION,13,0.0681,24,1,13,11,2
1509,DESIGNING_A_QUILT,(AREA QUESTION2),ALT:TRIANGLE-AREA,8,0.114,24,1,8,8,0
1510,DESIGNING_A_QUILT,(WHITE-AREA QUESTION2),ALT:COMPOSE-BY-MULTIPLICATION,14,0.0613,24,1,14,12,2
1511,DESIGNING_A_QUILT,(GREEN-AREA QUESTION2),ALT:COMPOSE-BY-MULTIPLICATION,15,0.0551,24,1,15,13,2
1512,DESIGNING_A_QUILT,(PURPLE-AREA QUESTION2),ALT:COMPOSE-BY-MULTIPLICATION,16,0.0494,24,1,16,14,2
1513,DESIGNING_A_QUILT,(AREA QUESTION3),ALT:TRIANGLE-AREA,9,0.1098,24,1,9,9,0
1514,DESIGNING_A_QUILT,(WHITE-AREA QUESTION3),ALT:COMPOSE-BY-MULTIPLICATION,17,0.0444,24,1,17,15,2
1515,DESIGNING_A_QUILT,(GREEN-AREA QUESTION3),ALT:COMPOSE-BY-MULTIPLICATION,18,0.0398,24,1,18,16,2
1516,DESIGNING_A_QUILT,(PURPLE-AREA QUESTION3),ALT:COMPOSE-BY-MULTIPLICATION,19,0.0357,24,1,19,17,2
1517,PENTAGON_ABCDE,(AREA QUESTION1),ALT:PENTAGON-AREA,3,0.2837,24,1,3,2,1
1518,PENTAGON_ABCDE,(APOTHEM QUESTION2),ALT:PENTAGON-SIDE,5,0.2514,24,1,5,5,0
1519,PENTAGON_ABCDE,(SIDE QUESTION3),ALT:PENTAGON-SIDE,6,0.2241,24,1,6,6,0
1520,PENTAGON,(AREA QUESTION1),ALT:PENTAGON-AREA,4,0.2111,24,1,4,3,1
1521,PENTAGON,(APOTHEM QUESTION2),ALT:PENTAGON-SIDE,7,0.1989,24,1,7,7,0
1522,PENTAGON,(SIDE QUESTION3),ALT:PENTAGON-SIDE,8,0.1759,24,1,8,8,0
1523,CIRCLE_O,(RADIUS QUESTION1),ALT:CIRCLE-RADIUS,1,0.2396,24,1,1,1,0
1524,CIRCLE_O,(AREA QUESTION1),ALT:CIRCLE-AREA,1,0.2099,24,1,1,1,0
1525,CIRCLE_O,(CIRCUMFERENCE QUESTION1),ALT:CIRCLE-CIRCUMFERENCE,1,0.1548,24,1,1,1,0
1526,CIRCLE_O,(DIAMETER QUESTION2),ALT:CIRCLE-DIAMETER,1,0.1953,24,1,1,1,0
1527,CIRCLE_O,(AREA QUESTION2),ALT:CIRCLE-AREA,2,0.1931,24,1,2,2,0
1528,CIRCLE_O,(CIRCUMFERENCE QUESTION2),ALT:CIRCLE-CIRCUMFERENCE,2,0.1455,24,1,2,2,0
1529,CIRCLE_O,(RADIUS QUESTION3),ALT:CIRCLE-RADIUS,2,0.2314,24,1,2,2,0
1530,CIRCLE_O,(DIAMETER QUESTION3),ALT:CIRCLE-DIAMETER,2,0.184,24,1,2,2,0
1531,CIRCLE_O,(CIRCUMFERENCE QUESTION3),ALT:CIRCLE-CIRCUMFERENCE,3,0.1367,24,1,3,3,0
1532,CIRCLE_O,(DIAMETER QUESTION4),ALT:CIRCLE-DIAMETER,3,0.1732,24,0,3,2,1
1533,CIRCLE_O,(RADIUS QUESTION4),ALT:CIRCLE-RADIUS,3,0.2233,24,0,3,2,1
1534,CIRCLE_O,(AREA QUESTION4),ALT:CIRCLE-AREA,3,0.1774,24,0,3,2,1
1535,LAWN_SPRINKLER,(AREA QUESTION1),ALT:CIRCLE-AREA,4,0.1627,24,1,4,3,1
1536,COVERING_POOL,(RADIUS QUESTION1),ALT:CIRCLE-RADIUS,4,0.2155,24,1,4,3,1
1537,COVERING_POOL,(DIAMETER QUESTION1),ALT:CIRCLE-DIAMETER,4,0.163,24,1,4,3,1
1538,DOG_ON_A_ROPE,(AREA QUESTION1),ALT:CIRCLE-AREA,5,0.149,24,1,5,4,1
1539,DOG_ON_A_ROPE,(CIRCUMFERENCE QUESTION1),ALT:CIRCLE-CIRCUMFERENCE,4,0.1284,24,0,4,3,1
1540,LAWN_SPRINKLER_2,(WATERED-LAWN-AREA QUESTION1),ALT:CIRCLE-AREA,6,0.1362,24,1,6,5,1
1541,LAWN_SPRINKLER_2,(TOTAL-LAWN-AREA QUESTION1),ALT:PARALLELOGRAM-AREA,16,0.0373,24,1,16,16,0
1542,LAWN_SPRINKLER_2,(UNWATERED-LAWN-AREA QUESTION1),ALT:COMPOSE-BY-ADDITION,7,0.1438,24,1,7,7,0
1543,CIRCLE_DIAMETER,(RADIUS QUESTION1),ALT:CIRCLE-RADIUS,5,0.2079,24,1,5,4,1
1544,CIRCLE_DIAMETER,(AREA QUESTION1),ALT:CIRCLE-AREA,7,0.1244,24,1,7,6,1
1545,CIRCLE_DIAMETER,(CIRCUMFERENCE QUESTION1),ALT:CIRCLE-CIRCUMFERENCE,5,0.1205,24,1,5,4,1
1546,CIRCLE_AREA,(RADIUS QUESTION3),ALT:CIRCLE-RADIUS,6,0.2004,24,1,6,5,1
1547,CIRCLE_AREA,(DIAMETER QUESTION3),ALT:CIRCLE-DIAMETER,5,0.1532,24,1,5,4,1
1548,CIRCLE_AREA,(CIRCUMFERENCE QUESTION3),ALT:CIRCLE-CIRCUMFERENCE,6,0.113,24,1,6,5,1
1549,TROGS,(SQUARE-AREA QUESTION1),ALT:PARALLELOGRAM-AREA,17,0.0369,24,1,17,17,0
1550,TROGS,(TROG-HEIGHT QUESTION1),ALT:TRIANGLE-SIDE,3,0.2723,24,0,3,2,1
1551,TROGS,(TROG-AREA QUESTION1),ALT:TRIANGLE-AREA,10,0.1057,24,1,10,10,0
1552,TROGS,(SCRAP-METAL-AREA QUESTION1),ALT:COMPOSE-BY-ADDITION,8,0.1438,24,1,8,8,0
1553,TROGS,(SQUARE-AREA QUESTION2),ALT:PARALLELOGRAM-AREA,18,0.0365,24,1,18,18,0
1554,TROGS,(TROG-HEIGHT QUESTION2),ALT:TRIANGLE-SIDE,4,0.265,24,0,4,2,2
1555,TROGS,(TROG-AREA QUESTION2),ALT:TRIANGLE-AREA,11,0.1018,24,1,11,11,0
1556,TROGS,(SCRAP-METAL-AREA QUESTION2),ALT:COMPOSE-BY-ADDITION,9,0.1438,24,1,9,9,0
1557,TROGS,(SQUARE-AREA QUESTION3),ALT:PARALLELOGRAM-AREA,19,0.0361,24,1,19,19,0
1558,TROGS,(TROG-HEIGHT QUESTION3),ALT:TRIANGLE-SIDE,5,0.2578,24,1,5,3,2
1559,TROGS,(TROG-AREA QUESTION3),ALT:TRIANGLE-AREA,12,0.098,24,1,12,12,0
1560,TROGS,(SCRAP-METAL-AREA QUESTION3),ALT:COMPOSE-BY-ADDITION,10,0.1438,24,1,10,10,0
1561,WATERING_VEGGIES,(WATERED-AREA QUESTION1),ALT:CIRCLE-AREA,8,0.1135,24,1,8,7,1
1562,WATERING_VEGGIES,(TOTAL-GARDEN QUESTION1),ALT:PARALLELOGRAM-AREA,20,0.0357,24,1,20,20,0
1563,WATERING_VEGGIES,(UNWATERED-AREA QUESTION1),ALT:COMPOSE-BY-ADDITION,11,0.1438,24,1,11,11,0
1564,POGS,(POG-AREA QUESTION1),ALT:CIRCLE-AREA,9,0.1035,24,1,9,8,1
1565,POGS,(SQUARE-AREA QUESTION1),ALT:PARALLELOGRAM-AREA,21,0.0354,24,1,21,21,0
1566,POGS,(SCRAP-METAL-AREA QUESTION1),ALT:COMPOSE-BY-ADDITION,12,0.1438,24,1,12,12,0
1567,POGS,(POG-AREA QUESTION2),ALT:CIRCLE-AREA,10,0.0942,24,1,10,9,1
1568,POGS,(SQUARE-AREA QUESTION2),ALT:PARALLELOGRAM-AREA,22,0.035,24,1,22,22,0
1569,POGS,(SCRAP-METAL-AREA QUESTION2),ALT:COMPOSE-BY-ADDITION,13,0.1438,24,1,13,13,0
1570,POGS,(POG-AREA QUESTION3),ALT:CIRCLE-AREA,11,0.0857,24,1,11,10,1
1571,POGS,(SQUARE-AREA QUESTION3),ALT:PARALLELOGRAM-AREA,23,0.0346,24,0,23,22,1
1572,POGS,(SCRAP-METAL-AREA QUESTION3),ALT:COMPOSE-BY-ADDITION,14,0.1438,24,1,14,14,0
1573,ONE_CIRCLE_IN_SQUARE,(CIRCLE-AREA QUESTION1),ALT:CIRCLE-AREA,12,0.0778,24,1,12,11,1
